Hospital,Manufacturer,Division,EDI,Manufacturer Catalog Number,Product Description,List price,Prior price,Contracted price,Cap construct price,Provisional price,Unitof measure,UOM quantity,StartDate,EndDate,Use provisional price
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.225,5.0MM TI LOCKING SCR SLF-TPNG WITH T25 STARDRIVE RECESS 80MM,0,131.52,131.52,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.226,5.0MM TI LOCKING SCR SLF-TPNG WITH T25 STARDRIVE RECESS 85MM,0,131.52,131.52,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.227,5.0MM TI LOCKING SCR SLF-TPNG WITH T25 STARDRIVE RECESS 90MM,0,131.52,131.52,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.317,3.5MM TI CONICAL SCREW SLF-TPNG FULLY THREADED 40MM,0,131.6,131.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.319,3.5MM TI CONICAL SCREW SLF-TPNG FULLY THREADED 45MM,0,131.6,131.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.321,3.5MM TI CONICAL SCREW SLF-TPNG FULLY THREADED 50MM,0,131.6,131.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.323,3.5MM TI CONICAL SCREW SLF-TPNG FULLY THREADED 55MM,0,131.6,131.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.324,3.5MM TI CONICAL SCREW SLF-TPNG FULLY THREADED 60MM,0,131.6,131.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.325,3.5MM TI CONICAL SCREW SLF-TPNG FULLY THREADED 65MM,0,131.6,131.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.326,3.5MM TI CONICAL SCREW SLF-TPNG FULLY THREADED 70MM,0,131.6,131.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.327,3.5MM TI CONICAL SCREW SLF-TPNG FULLY THREADED 75MM,0,131.6,131.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.328,3.5MM TI CONICAL SCREW SLF-TPNG FULLY THREADED 80MM,0,128.1,128.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.329,3.5MM TI CONICAL SCREW SLF-TPNG FULLY THREADED 85MM,0,128.1,128.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.33,3.5MM TI CONICAL SCREW SLF-TPNG FULLY THREADED 90MM,0,128.1,128.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.331,3.5MM TI CONICAL SCREW SLF-TPNG FULLY THREADED 95MM,0,128.1,128.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.417,3.5MM TI CONICAL SCREW SLF-TPNG PARTIALLY THRDD 40MM,0,131.6,131.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.419,3.5MM TI CONICAL SCREW SLF-TPNG PARTIALLY THRDD 45MM,0,131.6,131.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.421,3.5MM TI CONICAL SCREW SLF-TPNG PARTIALLY THRDD 50MM,0,131.6,131.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.423,3.5MM TI CONICAL SCREW SLF-TPNG PARTIALLY THRDD 55MM,0,131.6,131.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.424,3.5MM TI CONICAL SCREW SLF-TPNG PARTIALLY THRDD 60MM,0,131.6,131.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.425,3.5MM TI CONICAL SCREW SLF-TPNG PARTIALLY THRDD 65MM,0,128.1,128.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.426,3.5MM TI CONICAL SCREW SLF-TPNG PARTIALLY THRDD 70MM,0,128.1,128.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.427,3.5MM TI CONICAL SCREW SLF-TPNG PARTIALLY THRDD 75MM,0,128.1,128.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.428,3.5MM TI CONICAL SCREW SLF-TPNG PARTIALLY THRDD 80MM,0,128.1,128.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.429,3.5MM TI CONICAL SCREW SLF-TPNG PARTIALLY THRDD 85MM,0,128.1,128.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.43,3.5MM TI CONICAL SCREW SLF-TPNG PARTIALLY THRDD 90MM,0,128.1,128.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,412.431,3.5MM TI CONICAL SCREW SLF-TPNG PARTIALLY THRDD 95MM,0,128.1,128.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.309,5.0MM TI SPACER 2MM,0,87.87,87.87,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.324,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 24MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.326,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 26MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.328,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 28MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.33,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 30MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.332,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 32MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.334,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 34MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.336,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 36MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.338,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 38MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.34,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 40MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.342,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 42MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.344,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 44MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.346,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 46MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.348,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 48MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.35,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 50MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.355,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 55MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.36,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 60MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.365,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 65MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.37,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 70MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.375,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 75MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.38,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 80MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.385,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 85MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.39,5.0MM TI LOCKING HEAD SCREW SELF-TAPPING 90MM,0,193.6,193.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,413.426,5.0MM TI LOCKING HEAD SCREW SELF-DRILLING 26MM,0,192.91,192.91,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.814,4.5MM TI CORTEX SCREW SELF-TAPPING 14MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.816,4.5MM TI CORTEX SCREW SELF-TAPPING 16MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.818,4.5MM TI CORTEX SCREW SELF-TAPPING 18MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.82,4.5MM TI CORTEX SCREW SELF-TAPPING 20MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.822,4.5MM TI CORTEX SCREW SELF-TAPPING 22MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.824,4.5MM TI CORTEX SCREW SELF-TAPPING 24MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.826,4.5MM TI CORTEX SCREW SELF-TAPPING 26MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.828,4.5MM TI CORTEX SCREW SELF-TAPPING 28MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.83,4.5MM TI CORTEX SCREW SELF-TAPPING 30MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.832,4.5MM TI CORTEX SCREW SELF-TAPPING 32MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.834,4.5MM TI CORTEX SCREW SELF-TAPPING 34MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.836,4.5MM TI CORTEX SCREW SELF-TAPPING 36MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.838,4.5MM TI CORTEX SCREW SELF-TAPPING 38MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.84,4.5MM TI CORTEX SCREW SELF-TAPPING 40MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.842,4.5MM TI CORTEX SCREW SELF-TAPPING 42MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.844,4.5MM TI CORTEX SCREW SELF-TAPPING 44MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.846,4.5MM TI CORTEX SCREW SELF-TAPPING 46MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.848,4.5MM TI CORTEX SCREW SELF-TAPPING 48MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.85,4.5MM TI CORTEX SCREW SELF-TAPPING 50MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.852,4.5MM TI CORTEX SCREW SELF-TAPPING 52MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.854,4.5MM TI CORTEX SCREW SELF-TAPPING 54MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.856,4.5MM TI CORTEX SCREW SELF-TAPPING 56MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.858,4.5MM TI CORTEX SCREW SELF-TAPPING 58MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.86,4.5MM TI CORTEX SCREW SELF-TAPPING 60MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.862,4.5MM TI CORTEX SCREW SELF-TAPPING 62MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.864,4.5MM TI CORTEX SCREW SELF-TAPPING 64MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.866,4.5MM TI CORTEX SCREW SELF-TAPPING 66MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.868,4.5MM TI CORTEX SCREW SELF-TAPPING 68MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.87,4.5MM TI CORTEX SCREW SELF-TAPPING 70MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.872,4.5MM TI CORTEX SCREW SELF-TAPPING 72MM,0,18.63,18.63,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.876,4.5MM TI CORTEX SCREW SELF-TAPPING 76MM,0,29.51,29.51,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.88,4.5MM TI CORTEX SCREW SELF-TAPPING 80MM,0,29.51,29.51,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.885,4.5MM TI CORTEX SCREW SELF-TAPPING 85MM,0,29.51,29.51,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.89,4.5MM TI CORTEX SCREW SELF-TAPPING 90MM,0,29.51,29.51,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.895,4.5MM TI CORTEX SCREW SELF-TAPPING 95MM,0,29.51,29.51,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.9,4.5MM TI CORTEX SCREW SELF-TAPPING 100MM,0,29.51,29.51,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.905,4.5MM TI CORTEX SCREW SELF-TAPPING 105MM,0,29.51,29.51,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.91,4.5MM TI CORTEX SCREW SELF-TAPPING 110MM,0,29.51,29.51,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.915,4.5MM TI CORTEX SCREW SELF-TAPPING 115MM,0,29.51,29.51,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.92,4.5MM TI CORTEX SCREW SELF-TAPPING 120MM,0,29.51,29.51,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.925,4.5MM TI CORTEX SCREW SELF-TAPPING 125MM,0,29.51,29.51,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.93,4.5MM TI CORTEX SCREW SELF-TAPPING 130MM,0,29.51,29.51,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.935,4.5MM TI CORTEX SCREW SELF-TAPPING 135MM,0,29.51,29.51,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.94,4.5MM TI CORTEX SCREW SELF-TAPPING 140MM,0,29.51,29.51,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,414.945,4.5MM TI CORTEX SCREW SELF-TAPPING 145MM,0,29.51,29.51,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.03,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/30MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.035,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/35MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.04,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/40MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.045,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/45MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.05,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/50MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.055,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/55MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.06,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/60MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.065,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/65MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.07,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/70MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.075,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/75MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.08,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/80MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.085,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/85MM,0,30.1,30.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.09,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/90MM,0,30.1,30.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.095,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/95MM,0,30.1,30.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.1,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/100MM,0,30.1,30.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.105,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/105MM,0,30.1,30.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.11,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/110MM,0,30.1,30.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.115,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/115MM,0,37.49,37.49,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,416.12,6.5MM TI CANCELLOUS BONE SCREW 16MM THREAD/120MM,0,37.49,37.49,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,417.045,6.5MM TI CANCELLOUS BONE SCREW 32MM THREAD/45MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,417.05,6.5MM TI CANCELLOUS BONE SCREW 32MM THREAD/50MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,417.055,6.5MM TI CANCELLOUS BONE SCREW 32MM THREAD/55MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,417.06,6.5MM TI CANCELLOUS BONE SCREW 32MM THREAD/60MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,417.065,6.5MM TI CANCELLOUS BONE SCREW 32MM THREAD/65MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,417.07,6.5MM TI CANCELLOUS BONE SCREW 32MM THREAD/70MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,417.075,6.5MM TI CANCELLOUS BONE SCREW 32MM THREAD/75MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,417.08,6.5MM TI CANCELLOUS BONE SCREW 32MM THREAD/80MM,0,27.92,27.92,0,0,EA,1,6/30/2023,6/30/2026,No
